Neighborhood,Year,Median Rent,Median Income,RTI (%)
Morrisania,2006,809.23033,24433.19322,39.74414589432858
East Tremont,2006,809.23033,24433.19322,39.74414589432858
Bedford Park,2006,1037.0333,37437.82918,33.24017410349219
University Heights,2006,950.94497,26974.78569,42.30372678819974
Concourse/Highbridge,2006,900.6164,32228.82285,33.53332776161261
Unionport/Soundview,2006,1025.11338,45865.21473,26.82067582680213
Mott Haven,2006,712.54651,23630.58507,36.18428445453636
Hunts Point,2006,712.54651,23630.58507,36.18428445453636
Washington Heights,2006,968.16263,43026.94862,27.001569789682193
Manhattanville,2006,932.40286,38093.42495,29.372088056366795
Central Harlem,2006,797.3104,35769.03997,26.74862061722816
East Harlem,2006,700.62658,35775.66215,23.50066624832547
Upper East Side,2006,2027.71134,127466.35852,19.089378846719097
Upper West Side,2006,1680.70914,120037.59764,16.80182715792645
Chelsea/Clinton,2006,1791.96175,96297.08439,22.330417515977295
Midtown Business District,2006,1791.96175,96297.08439,22.330417515977295
Murray Hill/Stuyvesant,2006,2018.44029,118820.44106,20.384778295654645
Lower East Side,2006,948.29609,48870.35975,23.28518377645051
Battery Park/Tribeca,2006,2239.62108,125650.55692,21.38904404308469
Greenwich Village,2006,2239.62108,125650.55692,21.38904404308469
Tottenville,2006,1190.66786,108515.00543,13.166855831027718
South Beach,2006,1219.80545,91439.05356,16.008111228311364
St. George,2006,1116.49945,77450.36173,17.298813202069727
Williamsburg/Greenpoint,2006,952.2694,42788.55016,26.706286511858764
Bushwick,2006,966.8382,36888.18829,31.45196047252122
Bedford Stuyvesant,2006,844.9901,36551.78158,27.741140819106413
Fort Greene/Brooklyn Hts,2006,1145.63704,72781.72523,18.888868650139308
Park Slope,2006,1658.19373,98279.76491,20.246614120640146
Crown Heights North,2006,1001.27353,51022.56807,23.54895650002511
Brownsville,2006,770.82169,30428.91448,30.39825914946671
East New York,2006,1060.87314,37172.94201,34.24662400026164
Canarsie,2006,1214.50771,78295.35183,18.614249989762136
East Flatbush,2006,1115.17502,54968.06257,24.345228145813472
Crown Heights South,2006,1060.87314,45230.80994,28.14558858638029
Sunset Park,2006,1156.23253,62072.33666,22.35261487899012
Bay Ridge,2006,1240.99643,72967.14626,20.409126467597172
Borough Park,2006,1149.61035,53030.41287,26.01398603819695
Flatbush/Midwood,2006,1107.2284,53136.36774,25.00498503212143
Sheepshead Bay,2006,1087.36186,56168.00148,23.23091791800031
Bensonhurst,2006,1180.07237,51274.21088,27.61791590150749
Coney Island,2006,872.80325,37061.68939,28.26001505162364
Astoria,2006,1266.16071,55775.96846,27.240994534942768
Jackson Heights,2006,1290.00055,63306.71091,24.452394347270946
Flushing,2006,1426.41745,67066.78439,25.52233502125716
Bayside,2006,1500.58586,89362.33809,20.150580999642685
Queens Village,2006,1418.47083,87469.71921,19.460048704550996
Fresh Meadows/Briarwood,2006,1319.13814,75047.83503,21.09275727097547
Elmhurst/Corona,2006,1332.3825,54862.1077,29.14322958102464
Rego Park/Forest Hills,2006,1414.49753,79578.7302,21.329782867030463
Sunnyside/Woodside,2006,1311.19153,59207.58184,26.574803211047676
Ridgewood/Glendale,2006,1264.83627,66853.55021,22.703409455926934
Woodhaven,2006,1335.03137,69826.90877,22.942983904341038
Jamaica/St. Albans,2006,1121.7972,64768.88812,20.784001070173073
Howard Beach,2006,1386.68437,74982.93768,22.19199854640851
The Rockaways,2006,997.30022,57706.99598,20.73856459994506
Bronx,2006,964.18932,41711.78379,27.73861673778109
Brooklyn,2006,1082.06412,53497.93874,24.271532223149723
Manhattan,2006,1337.68024,79488.66856,20.194278217005778
Queens,2006,1301.92048,67797.873,23.043563269307874
Staten Island,2006,1164.17914,90882.79048,15.371611727826867
New York City,2006,1139.01486,61559.77997,22.203098072574214
Riverdale,2007,1120.57641,65958.15778,20.38704137985705
Williamsbridge,2007,1137.32065,59863.25254,22.798373327410918
Throgs Neck,2007,1063.90358,68125.89352,18.740074148534998
Pelham Parkway,2007,1151.48886,57104.31614,24.197586546914206
Morrisania,2007,843.65235,26607.8936,38.04821363236359
East Tremont,2007,843.65235,26607.8936,38.04821363236359
Bedford Park,2007,1023.97499,38978.02673,31.524684317953415
University Heights,2007,949.2699,31061.86282,36.67274839893199
Concourse/Highbridge,2007,941.54179,31967.34008,35.343889894263604
Unionport/Soundview,2007,1008.51877,43231.065,27.994279669029666
Mott Haven,2007,708.41037,26825.56879,31.689633522958
Hunts Point,2007,708.41037,26825.56879,31.689633522958
Washington Heights,2007,1014.95886,45667.99669,26.669675052041352
